	superkingdom	kingdom	subkingdom	phylum	subphylum	class	subclass	order	suborder	family	subfamily	tribe	genus	subgenus	species group	species	subspecies	varietas	forma
1549217	Eukaryota	Fungi	Dikarya	Ascomycota	Pezizomycotina	Eurotiomycetes	Eurotiomycetidae	Eurotiales		Aspergillaceae			Aspergillus			Aspergillus stellatus			
1549708	Eukaryota	Fungi	Dikarya	Ascomycota	Pezizomycotina	Dothideomycetes		Tubeufiales		Wiesneriomycetaceae			Pseudogliophragma			Pseudogliophragma indicum			
1549748	Bacteria			Proteobacteria		Alphaproteobacteria		Kiloniellales		Kiloniellaceae			Kiloniella			Kiloniella litopenaei			
1549810	Bacteria			Proteobacteria		Alphaproteobacteria		Rhizobiales		Methylobacteriaceae			Microvirga			Microvirga sp. BSC39			
1549812	Bacteria			Proteobacteria		Betaproteobacteria		Burkholderiales		Oxalobacteraceae			Massilia			Massilia sp. BSC265			
1549855	Bacteria			Proteobacteria		Alphaproteobacteria		Rhodospirillales		Rhodospirillaceae			Haematospirillum			Haematospirillum jordaniae			
1549858	Bacteria			Proteobacteria		Alphaproteobacteria		Sphingomonadales		Sphingomonadaceae			Sphingomonas			Sphingomonas taxi			
1549864	Viruses			Negarnaviricota	Polyploviricotina	Insthoviricetes		Articulavirales		Amnoonviridae			Tilapinevirus			Tilapia tilapinevirus			
1550024	Bacteria			Firmicutes		Clostridia		Clostridiales		Ruminococcaceae			Ruthenibacterium			Ruthenibacterium lactatiformans			
1550033	Bacteria			Actinobacteria		Actinobacteria		Streptomycetales		Streptomycetaceae			Streptomyces			Streptomyces sp. NBRC 110030			
1550035	Bacteria			Actinobacteria		Actinobacteria		Streptomycetales		Streptomycetaceae			Streptomyces			Streptomyces sp. NBRC 109706			
1550073	Bacteria			Proteobacteria		Alphaproteobacteria		Sphingomonadales		Sphingomonadaceae			Sphingomonas			Sphingomonas sp. 37zxx			
1550091	Bacteria			Bacteroidetes		Sphingobacteriia		Sphingobacteriales		Sphingobacteriaceae						Sphingobacteriaceae bacterium DW12			
1550241	Archaea			Crenarchaeota		Thermoprotei		Thermoproteales		Thermofilaceae			Thermofilum			Thermofilum uzonense			
1550278	Eukaryota	Fungi	Dikarya	Basidiomycota	Agaricomycotina	Agaricomycetes	Agaricomycetidae	Agaricales		Agaricaceae			Agaricus			Agaricus daliensis			
1550279	Eukaryota	Fungi	Dikarya	Basidiomycota	Agaricomycotina	Agaricomycetes	Agaricomycetidae	Agaricales		Agaricaceae			Agaricus			Agaricus tibetensis			
1550281	Eukaryota	Fungi	Dikarya	Basidiomycota	Agaricomycotina	Agaricomycetes	Agaricomycetidae	Agaricales		Agaricaceae			Agaricus			Agaricus grandiomyces			
1550282	Eukaryota	Fungi	Dikarya	Basidiomycota	Agaricomycotina	Agaricomycetes	Agaricomycetidae	Agaricales		Agaricaceae			Agaricus			Agaricus gregariomyces			
1550284	Eukaryota	Fungi	Dikarya	Basidiomycota	Agaricomycotina	Agaricomycetes	Agaricomycetidae	Agaricales		Agaricaceae			Agaricus			Agaricus melanocapus			
1550285	Eukaryota	Fungi	Dikarya	Basidiomycota	Agaricomycotina	Agaricomycetes	Agaricomycetidae	Agaricales		Agaricaceae			Agaricus			Agaricus nigrogracilis			
1550287	Eukaryota	Fungi	Dikarya	Basidiomycota	Agaricomycotina	Agaricomycetes	Agaricomycetidae	Agaricales		Agaricaceae			Agaricus			Agaricus tytthocarpus			
1550289	Eukaryota	Fungi	Dikarya	Basidiomycota	Agaricomycotina	Agaricomycetes	Agaricomycetidae	Agaricales		Agaricaceae			Agaricus			Agaricus sinoplacomyces			
1550290	Eukaryota	Fungi	Dikarya	Basidiomycota	Agaricomycotina	Agaricomycetes	Agaricomycetidae	Agaricales		Agaricaceae			Agaricus			Agaricus brunneogracilis			
1550518	Viruses			Negarnaviricota	Haploviricotina	Monjiviricetes		Mononegavirales		Rhabdoviridae			Ephemerovirus			Koolpinyah ephemerovirus			
1550566	Archaea			Euryarchaeota		Methanomicrobia		Methanomicrobiales		Methanomicrobiaceae			Methanoculleus			Methanoculleus sediminis			
1550699	Eukaryota	Fungi	Dikarya	Ascomycota	Pezizomycotina	Dothideomycetes		Venturiales		Sympoventuriaceae			Ochroconis			Ochroconis icarus			
1550715	Bacteria			Proteobacteria		Gammaproteobacteria		Pseudomonadales		Moraxellaceae			Acinetobacter			Acinetobacter sp. NBRC 110496			
1551641	Viruses							Caudovirales		Myoviridae	Tevenvirinae		Tequatrovirus			Shigella virus Pss1			
1551643	Eukaryota	Fungi	Dikarya	Ascomycota	Pezizomycotina	Sordariomycetes	Sordariomycetidae	Togniniales		Togniniaceae			Phaeoacremonium			Phaeoacremonium italicum			
1551710	Viruses							Caudovirales		Siphoviridae			Fromanvirus			Mycobacterium phage Abrogate			
1551711	Viruses							Caudovirales		Siphoviridae			Cheoctovirus			Mycobacterium phage Bipolar			
1552121	Bacteria			Cyanobacteria				Synechococcales		Leptolyngbyaceae			Leptolyngbya			Leptolyngbya sp. NIES-2104			
1552123	Bacteria			Firmicutes		Bacilli		Bacillales		Listeriaceae			Listeria			Listeria booriae			
1552301	Eukaryota	Fungi	Dikarya	Ascomycota	Pezizomycotina	Eurotiomycetes	Eurotiomycetidae	Eurotiales		Aspergillaceae			Penicillium			Penicillium coccotrypicola			
1552409	Viruses									Polyomaviridae						Sea otter polyomavirus 1			
1552661	Viruses			Negarnaviricota	Haploviricotina	Monjiviricetes		Mononegavirales		Rhabdoviridae						Santa barbara virus			
1552662	Viruses												Negevirus			Brejeira virus			
1552735	Viruses							Caudovirales		Siphoviridae						Lactobacillus phage Ldl1			
1553458	Eukaryota	Fungi	Dikarya	Ascomycota	Pezizomycotina	Dothideomycetes		Botryosphaeriales		Phyllostictaceae			Guignardia			Guignardia musicola			
1553907	Bacteria			Actinobacteria		Actinobacteria		Streptomycetales		Streptomycetaceae			Streptomyces			Streptomyces sp. CT34			
1554501	Viruses			Negarnaviricota	Haploviricotina	Monjiviricetes		Mononegavirales		Paramyxoviridae	Rubulavirinae		Pararubulavirus			Teviot pararubulavirus			
1554560	Bacteria			Proteobacteria		Gammaproteobacteria		Pseudomonadales		Pseudomonadaceae			Pseudomonas			Pseudomonas sp. NFACC16-2			
1555112	Bacteria			Firmicutes		Limnochordia		Limnochordales		Limnochordaceae			Limnochorda			Limnochorda pilosa			
1555194	Bacteria			Bacteroidetes		Flavobacteriia		Flavobacteriales		Flavobacteriaceae			Formosa			Formosa haliotis			
1555201	Viruses							Caudovirales		Siphoviridae			Fromanvirus			Mycobacterium phage Equemioh13			
1555202	Viruses							Caudovirales		Myoviridae			Asteriusvirus			Escherichia virus 121Q			
1555208	Viruses							Caudovirales		Siphoviridae						Ruegeria phage DSS3-P1			
1555233	Viruses							Caudovirales		Siphoviridae	Nclasvirinae		Charlievirus			Mycobacterium phage Carcharodon			
1555235	Viruses							Caudovirales		Siphoviridae			Fromanvirus			Mycobacterium phage SweetiePie			
1555238	Viruses							Caudovirales		Myoviridae	Ounavirinae		Felixounavirus			Escherichia virus VpaE1			
1556289	Viruses							Caudovirales		Siphoviridae			Cheoctovirus			Mycobacterium phage CaptainTrips			
1556290	Viruses							Caudovirales		Siphoviridae			Samistivirus			Streptomyces virus Jay2Jay			
1557033	Viruses															Yellowstone Lake virophage 5			
1557034	Viruses															Yellowstone Lake virophage 6			
1557035	Viruses															Yellowstone Lake virophage 7			
1558467	Viruses							Caudovirales		Podoviridae			Enhodamvirus			Vibrio phage J2			
1558469	Viruses							Caudovirales		Podoviridae			Enhodamvirus			Vibrio phage QH			
1559982	Bacteria			Actinobacteria		Actinobacteria		Streptomycetales		Streptomycetaceae			Streptomyces			Streptomyces sp. NBRC 109436			
1560201	Bacteria			Proteobacteria		Gammaproteobacteria		Enterobacterales		Erwiniaceae			Erwinia			Erwinia iniecta			
1560217	Bacteria			Firmicutes		Clostridia		Clostridiales		Clostridiaceae			Clostridium			Clostridium sp. L74			
1560230	Bacteria			Proteobacteria		Alphaproteobacteria		Rhizobiales		Rhizobiaceae			Rhizobium			Rhizobium sp. TBD182			
1560234	Bacteria			Proteobacteria	delta/epsilon subdivisions	Deltaproteobacteria		Desulfovibrionales		Desulfovibrionaceae			Halodesulfovibrio			Halodesulfovibrio spirochaetisodalis			
1560235	Bacteria			Spirochaetes		Spirochaetia		Spirochaetales		Spirochaetaceae			Marispirochaeta			Candidatus Marispirochaeta associata			
1560282	Viruses							Caudovirales		Podoviridae	Autographivirinae					Proteus phage PM 75			
1560283	Viruses							Caudovirales		Podoviridae	Autographivirinae		Zindervirus			Proteus phage PM 85			
1560284	Viruses							Caudovirales		Podoviridae	Autographivirinae		Zindervirus			Proteus phage PM 93			
1560285	Viruses							Caudovirales		Siphoviridae			Fromanvirus			Mycobacterium phage Larenn			
1560286	Viruses							Caudovirales		Siphoviridae			Timquatrovirus			Mycobacterium phage Murucutumbu			
1560313	Viruses							Caudovirales		Siphoviridae						Lactococcus phage WRP3			
1560339	Bacteria			Proteobacteria		Gammaproteobacteria		Enterobacterales		Enterobacteriaceae			Enterobacter			Enterobacter sp. E20			
1560342	Viruses							Caudovirales		Myoviridae						Acinetobacter phage YMC13/03/R2096			
1560345	Bacteria			Proteobacteria		Alphaproteobacteria		Sphingomonadales		Sphingomonadaceae			Sphingomonas			Sphingomonas panacis			
1560346	Viruses									Adenoviridae			Mastadenovirus			Simian mastadenovirus H			
1560351	Viruses															Goutanap virus			
1560354	Bacteria			Proteobacteria		Gammaproteobacteria		Enterobacterales		Enterobacteriaceae						Type-B symbiont of Plautia stali			
1560355	Bacteria			Proteobacteria		Gammaproteobacteria		Enterobacterales		Enterobacteriaceae						Type-C symbiont of Plautia stali			
1560356	Bacteria			Proteobacteria		Gammaproteobacteria		Enterobacterales		Enterobacteriaceae						Type-D symbiont of Plautia stali			
1560357	Bacteria			Proteobacteria		Gammaproteobacteria		Enterobacterales		Enterobacteriaceae						Type-E symbiont of Plautia stali			
1560358	Bacteria			Proteobacteria		Gammaproteobacteria		Enterobacterales		Enterobacteriaceae						Type-F symbiont of Plautia stali			
1560514	Viruses									Marseilleviridae			Marseillevirus			Melbournevirus			
1561022	Bacteria			Actinobacteria		Actinobacteria		Streptomycetales		Streptomycetaceae			Streptomyces			Streptomyces sp. CCM_MD2014			
1561023	Bacteria			Actinobacteria		Actinobacteria		Micrococcales		Microbacteriaceae			Curtobacterium			Curtobacterium sp. MR_MD2014			
1561025	Bacteria			Bacteroidetes		Cytophagia		Cytophagales		Persicobacteraceae			Persicobacter			Persicobacter sp. CCB-QB2			
1561065	Viruses							Caudovirales		Siphoviridae						Paracoccus phage vB_PmaS-R3			
1561068	Bacteria			Proteobacteria		Gammaproteobacteria		Pseudomonadales		Moraxellaceae			Acinetobacter			Acinetobacter sp. neg1			
1561081	Bacteria			Proteobacteria		Gammaproteobacteria		Pseudomonadales		Moraxellaceae			Acinetobacter		Acinetobacter calcoaceticus/baumannii complex	Acinetobacter lactucae			
1561150	Viruses							Ortervirales		Caulimoviridae			Badnavirus			Yacon necrotic mottle virus			
1561171	Viruses									Totiviridae			Victorivirus			Ustilaginoidea virens RNA virus L			
1561172	Viruses									Totiviridae			Victorivirus			Ustilaginoidea virens RNA virus M			
1561196	Bacteria			Proteobacteria		Betaproteobacteria		Burkholderiales		Burkholderiaceae			Burkholderia			Burkholderia sp. E7m39			
1561197	Bacteria			Proteobacteria		Betaproteobacteria		Burkholderiales		Burkholderiaceae			Burkholderia			Burkholderia sp. E7m48			
1561199	Bacteria			Proteobacteria		Betaproteobacteria		Burkholderiales		Burkholderiaceae			Burkholderia			Burkholderia sp. E168m22			
1561203	Bacteria			Proteobacteria		Gammaproteobacteria		Oceanospirillales		Oceanospirillaceae			Marinomonas			Marinomonas sp. TW1			
1561204	Bacteria			Proteobacteria		Alphaproteobacteria		Rhodobacterales		Rhodobacteraceae			Labrenzia			Labrenzia sp. OB1			
1561205	Bacteria			Proteobacteria		Gammaproteobacteria		Oceanospirillales		Oceanospirillaceae			Marinomonas			Marinomonas sp. SBI8L			
1561206	Bacteria			Proteobacteria		Gammaproteobacteria		Oceanospirillales		Oceanospirillaceae			Marinomonas			Marinomonas sp. SBI22			
1561217	Bacteria			Proteobacteria		Gammaproteobacteria		Pseudomonadales		Moraxellaceae			Acinetobacter			Acinetobacter sp. A47			
1561223	Bacteria			Actinobacteria		Actinobacteria		Corynebacteriales		Mycobacteriaceae			Mycobacterium			Mycobacterium sp. QIA-37			
1561226	Viruses							Herpesvirales		Herpesviridae	Alphaherpesvirinae		Scutavirus			Testudinid herpesvirus 3			
1561705	Viruses									Polyomaviridae						Bovine polyomavirus 3			
1561947	Eukaryota	Fungi	Dikarya	Ascomycota	Pezizomycotina	Eurotiomycetes	Eurotiomycetidae	Eurotiales		Aspergillaceae			Penicillium			Penicillium longicatenatum			
1561948	Eukaryota	Fungi	Dikarya	Ascomycota	Pezizomycotina	Eurotiomycetes	Eurotiomycetidae	Eurotiales		Aspergillaceae			Penicillium			Penicillium kiamaense			
1561964	Archaea			Euryarchaeota		Methanobacteria		Methanobacteriales		Methanobacteriaceae			Methanosphaera			Methanosphaera sp. WGK6			
1561999	Eukaryota	Fungi	Dikarya	Ascomycota	Pezizomycotina	Eurotiomycetes	Eurotiomycetidae	Eurotiales		Aspergillaceae			Penicillium			Penicillium aurantioviolaceum			
1562000	Eukaryota	Fungi	Dikarya	Ascomycota	Pezizomycotina	Eurotiomycetes	Eurotiomycetidae	Eurotiales		Aspergillaceae			Penicillium			Penicillium cartierense			
1562001	Eukaryota	Fungi	Dikarya	Ascomycota	Pezizomycotina	Eurotiomycetes	Eurotiomycetidae	Eurotiales		Aspergillaceae			Penicillium			Penicillium turcosoconidiatum			
1562029	Eukaryota	Fungi	Dikarya	Ascomycota	Pezizomycotina	Eurotiomycetes	Eurotiomycetidae	Eurotiales		Aspergillaceae			Penicillium			Penicillium sterculiniicola			
1562030	Eukaryota	Fungi	Dikarya	Ascomycota	Pezizomycotina	Eurotiomycetes	Eurotiomycetidae	Eurotiales		Aspergillaceae			Penicillium			Penicillium rudallense			
1562031	Eukaryota	Fungi	Dikarya	Ascomycota	Pezizomycotina	Eurotiomycetes	Eurotiomycetidae	Eurotiales		Aspergillaceae			Penicillium			Penicillium fusisporum			
1562033	Eukaryota	Fungi	Dikarya	Ascomycota	Pezizomycotina	Eurotiomycetes	Eurotiomycetidae	Eurotiales		Aspergillaceae			Penicillium			Penicillium grevilleicola			
1562035	Eukaryota	Fungi	Dikarya	Ascomycota	Pezizomycotina	Eurotiomycetes	Eurotiomycetidae	Eurotiales		Aspergillaceae			Penicillium			Penicillium sublectaticum			
1562036	Eukaryota	Fungi	Dikarya	Ascomycota	Pezizomycotina	Eurotiomycetes	Eurotiomycetidae	Eurotiales		Aspergillaceae			Penicillium			Penicillium hoeksii			
1562038	Viruses									Flaviviridae			Hepacivirus			Hepacivirus G			
1562039	Viruses									Flaviviridae			Hepacivirus			Hepacivirus H			
1562040	Eukaryota	Fungi	Dikarya	Ascomycota	Pezizomycotina	Eurotiomycetes	Eurotiomycetidae	Eurotiales		Aspergillaceae			Penicillium			Penicillium ranomafanaense			
1562041	Eukaryota	Fungi	Dikarya	Ascomycota	Pezizomycotina	Eurotiomycetes	Eurotiomycetidae	Eurotiales		Aspergillaceae			Penicillium			Penicillium tsitsikammaense			
1562042	Eukaryota	Fungi	Dikarya	Ascomycota	Pezizomycotina	Eurotiomycetes	Eurotiomycetidae	Eurotiales		Aspergillaceae			Penicillium			Penicillium armarii			
1562043	Eukaryota	Fungi	Dikarya	Ascomycota	Pezizomycotina	Eurotiomycetes	Eurotiomycetidae	Eurotiales		Aspergillaceae			Penicillium			Penicillium contaminatum			
1562044	Eukaryota	Fungi	Dikarya	Ascomycota	Pezizomycotina	Eurotiomycetes	Eurotiomycetidae	Eurotiales		Aspergillaceae			Penicillium			Penicillium roseomaculatum			
1562045	Eukaryota	Fungi	Dikarya	Ascomycota	Pezizomycotina	Eurotiomycetes	Eurotiomycetidae	Eurotiales		Aspergillaceae			Penicillium			Penicillium roseoviride			
1562047	Eukaryota	Fungi	Dikarya	Ascomycota	Pezizomycotina	Eurotiomycetes	Eurotiomycetidae	Eurotiales		Aspergillaceae			Penicillium			Penicillium austroafricanum			
1562052	Eukaryota	Fungi	Dikarya	Ascomycota	Pezizomycotina	Eurotiomycetes	Eurotiomycetidae	Eurotiales		Aspergillaceae			Penicillium			Penicillium athertonense			
1562057	Eukaryota	Fungi	Dikarya	Ascomycota	Pezizomycotina	Eurotiomycetes	Eurotiomycetidae	Eurotiales		Aspergillaceae			Penicillium			Penicillium bussumense			
1562058	Eukaryota	Fungi	Dikarya	Ascomycota	Pezizomycotina	Eurotiomycetes	Eurotiomycetidae	Eurotiales		Aspergillaceae			Penicillium			Penicillium pulvis			
1562059	Eukaryota	Fungi	Dikarya	Ascomycota	Pezizomycotina	Eurotiomycetes	Eurotiomycetidae	Eurotiales		Aspergillaceae			Penicillium			Penicillium valentinum			
1562060	Eukaryota	Fungi	Dikarya	Ascomycota	Pezizomycotina	Eurotiomycetes	Eurotiomycetidae	Eurotiales		Aspergillaceae			Penicillium			Penicillium verhagenii			
1562064	Viruses							Picornavirales		Picornaviridae			Hunnivirus			Norway rat hunnivirus			
1562065	Viruses									Flaviviridae			Pegivirus			Norway rat pegivirus			
1562066	Viruses									Flaviviridae			Pestivirus			Norway rat pestivirus			
1562076	Viruses							Caudovirales		Podoviridae	Autographivirinae		Teseptimavirus			Pseudomonas phage Pf-10			
1562195	Eukaryota	Fungi	Dikarya	Ascomycota	Pezizomycotina	Sordariomycetes	Xylariomycetidae	Xylariales		Sporocadaceae			Neopestalotiopsis			Neopestalotiopsis formicarum			
1562196	Eukaryota	Fungi	Dikarya	Ascomycota	Pezizomycotina	Sordariomycetes	Xylariomycetidae	Xylariales		Sporocadaceae			Neopestalotiopsis			Neopestalotiopsis honoluluana			
1562197	Eukaryota	Fungi	Dikarya	Ascomycota	Pezizomycotina	Sordariomycetes	Xylariomycetidae	Xylariales		Sporocadaceae			Neopestalotiopsis			Neopestalotiopsis javaensis			
1562200	Eukaryota	Fungi	Dikarya	Ascomycota	Pezizomycotina	Sordariomycetes	Xylariomycetidae	Xylariales		Sporocadaceae			Neopestalotiopsis			Neopestalotiopsis mesopotamica			
1562205	Eukaryota	Fungi	Dikarya	Ascomycota	Pezizomycotina	Sordariomycetes	Xylariomycetidae	Xylariales		Sporocadaceae			Neopestalotiopsis			Neopestalotiopsis rosae			
1562211	Eukaryota	Fungi	Dikarya	Ascomycota	Pezizomycotina	Sordariomycetes	Xylariomycetidae	Xylariales		Sporocadaceae			Neopestalotiopsis			Neopestalotiopsis surinamensis			
1562257	Eukaryota	Fungi	Dikarya	Ascomycota	Pezizomycotina	Sordariomycetes	Xylariomycetidae	Xylariales		Sporocadaceae			Pestalotiopsis			Pestalotiopsis australis			
1562287	Eukaryota	Fungi	Dikarya	Ascomycota	Pezizomycotina	Sordariomycetes	Xylariomycetidae	Xylariales		Sporocadaceae			Pestalotiopsis			Pestalotiopsis parva			
1562289	Eukaryota	Fungi	Dikarya	Ascomycota	Pezizomycotina	Sordariomycetes	Xylariomycetidae	Xylariales		Sporocadaceae			Pestalotiopsis			Pestalotiopsis scoparia			
1562293	Eukaryota	Fungi	Dikarya	Ascomycota	Pezizomycotina	Sordariomycetes	Xylariomycetidae	Xylariales		Sporocadaceae			Pseudopestalotiopsis			Pseudopestalotiopsis cocos			
1562379	Viruses									Narnaviridae			Mitovirus			Fusarium globosum mitovirus 1			
1562380	Viruses									Narnaviridae			Mitovirus			Fusarium coeruleum mitovirus 1			
1562576	Eukaryota	Fungi	Dikarya	Ascomycota	Pezizomycotina	Eurotiomycetes	Chaetothyriomycetidae	Chaetothyriales		Trichomeriaceae			Bradymyces			Bradymyces oncorhynchi			
1562577	Eukaryota	Fungi	Dikarya	Ascomycota	Pezizomycotina	Eurotiomycetes	Chaetothyriomycetidae	Chaetothyriales		Trichomeriaceae			Bradymyces			Bradymyces alpinus			
1562701	Bacteria			Proteobacteria		Betaproteobacteria		Burkholderiales		Burkholderiaceae						bacterium endosymbiont of Mortierella elongata FMR23-6			
1562720	Bacteria			Cyanobacteria			Oscillatoriophycideae	Chroococcales		Cyanobacteriaceae			Cyanobacterium			Cyanobacterium sp. IPPAS B-1200			
1562887	Bacteria			Actinobacteria		Actinobacteria		Frankiales		Frankiaceae			Frankia			Frankia coriariae			
1562888	Bacteria			Proteobacteria	delta/epsilon subdivisions	Deltaproteobacteria		Desulfovibrionales		Desulfovibrionaceae			Desulfovibrio			Desulfovibrio sp. TomC			
1562889	Bacteria			Proteobacteria		Gammaproteobacteria		Enterobacterales		Erwiniaceae			Pantoea			Pantoea sp. MBLJ3			
1562970	Bacteria			Bacteroidetes		Bacteroidia		Bacteroidales		Porphyromonadaceae			Fermentimonas			Fermentimonas caenicola			
1563157	Bacteria			Proteobacteria		Gammaproteobacteria		Pseudomonadales		Pseudomonadaceae			Pseudomonas			Pseudomonas endophytica			
1563222	Bacteria			Proteobacteria		Gammaproteobacteria		Enterobacterales		Enterobacteriaceae			Citrobacter			Citrobacter pasteurii			
1563660	Viruses									Baculoviridae			Alphabaculovirus			Sucra jujuba nucleopolyhedrovirus			
1563661	Viruses							Caudovirales		Podoviridae						Delftia phage RG-2014			
1563681	Bacteria			Bacteroidetes		Cytophagia		Cytophagales		Flammeovirgaceae			Fabibacter			Fabibacter misakiensis			
1564096	Viruses							Caudovirales		Ackermannviridae						Erwinia virus Ea2809			
1564113	Bacteria			Proteobacteria		Alphaproteobacteria		Sphingomonadales		Sphingomonadaceae			Sphingomonas			Sphingomonas sp. Ant H11			
1564114	Bacteria			Actinobacteria		Actinobacteria		Corynebacteriales		Nocardiaceae			Rhodococcus			Rhodococcus sp. B7740			
1564115	Viruses							Picornavirales		Picornaviridae						Bovine picornavirus			
1564138	Bacteria			Proteobacteria	delta/epsilon subdivisions	Epsilonproteobacteria		Campylobacterales		Campylobacteraceae			Aliiarcobacter			Aliiarcobacter faecis			
1564182	Viruses									Caliciviridae			Vesivirus			San Miguel sea lion virus 8			
1564460	Eukaryota	Fungi	Dikarya	Basidiomycota	Agaricomycotina	Agaricomycetes	Agaricomycetidae	Boletales	Boletineae	Boletaceae			Neoboletus			Neoboletus xanthopus			
1564681	Bacteria			Firmicutes		Bacilli		Lactobacillales		Carnobacteriaceae			Carnobacterium			Carnobacterium sp. CP1			
1564903	Viruses									Luteoviridae			Polerovirus			Strawberry polerovirus 1			
1564929	Eukaryota	Fungi	Dikarya	Ascomycota	Saccharomycotina	Saccharomycetes		Saccharomycetales		Debaryomycetaceae			Yamadazyma			Yamadazyma insecticola			
1564956	Bacteria			Firmicutes		Bacilli		Bacillales		Bacillaceae			Gracilibacillus			Gracilibacillus massiliensis			
1565088	Viruses															Colletotrichum higginsianum non-segmented dsRNA virus 1			
1565129	Bacteria			Proteobacteria		Gammaproteobacteria		Alteromonadales		Shewanellaceae			Shewanella			Shewanella sp. ECSMB14101			
1565146	Bacteria			Firmicutes		Bacilli		Bacillales		Bacillaceae			Bacillus			Bacillus sp. UMTAT18			
1565415	Bacteria			Actinobacteria		Actinobacteria		Streptomycetales		Streptomycetaceae			Streptomyces			Streptomyces xiaopingdaonensis			
1565506	Eukaryota	Fungi	Dikarya	Ascomycota	Pezizomycotina	Eurotiomycetes	Eurotiomycetidae	Eurotiales		Aspergillaceae			Aspergillus			Aspergillus pseudoterreus			
1565989	Eukaryota	Fungi	Dikarya	Ascomycota	Pezizomycotina	Eurotiomycetes	Eurotiomycetidae	Eurotiales		Aspergillaceae			Aspergillus			Aspergillus subramanianii			
1565990	Viruses							Picornavirales		Picornaviridae						Chicken orivirus 1			
1565991	Bacteria			Firmicutes		Bacilli		Bacillales		Bacillaceae			Bacillus			Bacillus sp. X1(2014)			
1566011	Viruses									Anelloviridae						Seal anellovirus 4			
1566022	Bacteria			Bacteroidetes		Flavobacteriia		Flavobacteriales		Flavobacteriaceae			Flavobacterium			Flavobacterium sp. JRM			
1566023	Bacteria			Bacteroidetes		Flavobacteriia		Flavobacteriales		Flavobacteriaceae			Flavobacterium			Flavobacterium sp. KMS			
1566166	Bacteria			Proteobacteria		Gammaproteobacteria		Enterobacterales		Enterobacteriaceae			Klebsiella			Klebsiella sp. NFIX27			
1566171	Bacteria			Proteobacteria		Gammaproteobacteria		Enterobacterales		Enterobacteriaceae			Klebsiella			Klebsiella sp. NFIX18			
1566174	Bacteria			Proteobacteria		Gammaproteobacteria		Enterobacterales		Enterobacteriaceae			Klebsiella			Klebsiella sp. NFIX24			
1566183	Bacteria			Proteobacteria		Gammaproteobacteria		Enterobacterales		Enterobacteriaceae			Klebsiella			Klebsiella sp. NFIX56			
1566184	Bacteria			Proteobacteria		Gammaproteobacteria		Enterobacterales		Enterobacteriaceae			Klebsiella			Klebsiella sp. NFPP35			
1566191	Bacteria			Proteobacteria		Gammaproteobacteria		Pseudomonadales		Pseudomonadaceae			Pseudomonas			Pseudomonas sp. NFACC19-2			
1566199	Bacteria			Proteobacteria		Gammaproteobacteria		Pseudomonadales		Pseudomonadaceae			Pseudomonas			Pseudomonas sp. NFACC47-1			
1566203	Bacteria			Proteobacteria		Gammaproteobacteria		Pseudomonadales		Pseudomonadaceae			Pseudomonas			Pseudomonas sp. NFACC43			
1566204	Bacteria			Proteobacteria		Gammaproteobacteria		Pseudomonadales		Pseudomonadaceae			Pseudomonas			Pseudomonas sp. NFPP16			
1566206	Bacteria			Proteobacteria		Gammaproteobacteria		Pseudomonadales		Pseudomonadaceae			Pseudomonas			Pseudomonas sp. NFPP14			
1566211	Bacteria			Proteobacteria		Gammaproteobacteria		Pseudomonadales		Pseudomonadaceae			Pseudomonas			Pseudomonas sp. NFPP09			
1566216	Bacteria			Proteobacteria		Gammaproteobacteria		Pseudomonadales		Pseudomonadaceae			Pseudomonas			Pseudomonas sp. NFPP02			
1566222	Bacteria			Proteobacteria		Gammaproteobacteria		Pseudomonadales		Pseudomonadaceae			Pseudomonas			Pseudomonas sp. NFACC49-2			
1566229	Bacteria			Proteobacteria		Gammaproteobacteria		Pseudomonadales		Pseudomonadaceae			Pseudomonas			Pseudomonas sp. NFR02			
1566237	Bacteria			Proteobacteria		Gammaproteobacteria		Pseudomonadales		Pseudomonadaceae			Pseudomonas			Pseudomonas sp. NFACC09-4			
1566242	Bacteria			Proteobacteria		Gammaproteobacteria		Pseudomonadales		Pseudomonadaceae			Pseudomonas			Pseudomonas sp. NFACC04-2			
1566247	Bacteria			Proteobacteria		Gammaproteobacteria		Pseudomonadales		Pseudomonadaceae			Pseudomonas			Pseudomonas sp. NFACC10-1			
1566257	Bacteria			Proteobacteria		Gammaproteobacteria		Enterobacterales		Enterobacteriaceae			Enterobacter			Enterobacter sp. NFIX03			
1566267	Bacteria			Proteobacteria		Betaproteobacteria		Burkholderiales		Burkholderiaceae			Burkholderia			Burkholderia sp. NFPP32			
1566269	Bacteria			Proteobacteria		Betaproteobacteria		Burkholderiales		Burkholderiaceae			Burkholderia			Burkholderia sp. NFACC33-1			
1566298	Viruses									Flaviviridae			Flavivirus			Paraiso Escondido virus			
1566309	Viruses			Negarnaviricota	Polyploviricotina	Insthoviricetes		Articulavirales		Orthomyxoviridae			Quaranjavirus			Wellfleet Bay virus			
1566357	Eukaryota	Fungi	Dikarya	Ascomycota	Pezizomycotina	Eurotiomycetes	Eurotiomycetidae	Eurotiales		Aspergillaceae			Penicillium			Penicillium singorense			
1566358	Bacteria			Firmicutes		Bacilli		Bacillales		Paenibacillaceae			Paenibacillus			Paenibacillus sp. IHBB 10380			
