	superkingdom	phylum	subphylum	class	subclass	order	suborder	family	subfamily	tribe	genus	subgenus	species group	species	subspecies
419015	Bacteria	Actinobacteria		Actinobacteria		Bifidobacteriales		Bifidobacteriaceae			Alloscardovia			Alloscardovia omnicolens	
419257	Bacteria	Proteobacteria		Gammaproteobacteria		Enterobacterales		Yersiniaceae			Yersinia			Yersinia massiliensis	
419475	Bacteria	Proteobacteria		Alphaproteobacteria		Rhizobiales		Brucellaceae			Ochrobactrum			Ochrobactrum pseudogrignonense	
419477	Bacteria	Actinobacteria		Actinobacteria		Corynebacteriales		Nocardiaceae			Nocardia			Nocardia speluncae	
419479	Bacteria	Actinobacteria		Actinobacteria		Jiangellales		Jiangellaceae			Jiangella			Jiangella alkaliphila	
420233	Bacteria	Proteobacteria		Alphaproteobacteria		Sphingomonadales		Sphingomonadaceae			Sphingobium			Sphingobium chinhatense	
420324	Bacteria	Proteobacteria		Alphaproteobacteria		Rhizobiales		Methylobacteriaceae			Microvirga			Microvirga lupini	
420336	Bacteria	Firmicutes		Clostridia		Clostridiales					Epulopiscium			Epulopiscium sp. 'N.t. morphotype B'	
420402	Bacteria	Proteobacteria		Gammaproteobacteria		Oceanospirillales		Oceanospirillaceae			Marinobacterium			Marinobacterium rhizophilum	
420412	Bacteria	Firmicutes		Clostridia		Clostridiales		Clostridiaceae			Clostridium			Clostridium tepidiprofundi	
420645	Bacteria	Firmicutes		Bacilli		Lactobacillales		Lactobacillaceae			Lactobacillus			Lactobacillus equicursoris	
420915	Bacteria	Proteobacteria		Gammaproteobacteria		Alteromonadales		Pseudoalteromonadaceae			Pseudoalteromonas			Pseudoalteromonas sp. BSi20439	
420952	Bacteria	Proteobacteria		Betaproteobacteria		Burkholderiales		Burkholderiaceae			Paraburkholderia			Paraburkholderia bryophila	
420994	Bacteria	Proteobacteria		Alphaproteobacteria		Sphingomonadales		Sphingomonadaceae			Sphingobium			Sphingobium ummariense	
420998	Bacteria	Proteobacteria		Alphaproteobacteria		Rhodobacterales		Rhodobacteraceae			Jannaschia			Jannaschia donghaensis	
421000	Bacteria	Proteobacteria		Alphaproteobacteria		Rhodobacterales		Rhodobacteraceae			Sulfitobacter			Sulfitobacter donghicola	
421054	Bacteria	Actinobacteria		Actinobacteria		Micrococcales		Micrococcaceae			Arthrobacter			Arthrobacter sp. D4	
421058	Bacteria	Bacteroidetes		Flavobacteriia		Flavobacteriales		Flavobacteriaceae			Chryseobacterium			Chryseobacterium oranimense	
421072	Bacteria	Bacteroidetes		Flavobacteriia		Flavobacteriales		Flavobacteriaceae			Chryseobacterium			Chryseobacterium halperniae	
421525	Bacteria	Bacteroidetes		Flavobacteriia		Flavobacteriales		Flavobacteriaceae			Chryseobacterium			Chryseobacterium haifense	
421530	Bacteria	Bacteroidetes		Flavobacteriia		Flavobacteriales		Flavobacteriaceae			Chryseobacterium			Chryseobacterium bovis	
421531	Bacteria	Bacteroidetes		Flavobacteriia		Flavobacteriales		Flavobacteriaceae			Chryseobacterium			Chryseobacterium luteum	
421628	Bacteria	Proteobacteria		Gammaproteobacteria		Chromatiales		Ectothiorhodospiraceae			Ectothiorhodospira			Ectothiorhodospira haloalkaliphila	
421767	Bacteria	Firmicutes		Bacilli		Bacillales		Bacillaceae			Bacillus			Bacillus butanolivorans	
422441	Bacteria	Proteobacteria		Betaproteobacteria		Neisseriales		Neisseriaceae			Stenoxybacter			Stenoxybacter acetivorans	
423351	Bacteria	Bacteroidetes		Sphingobacteriia		Sphingobacteriales		Sphingobacteriaceae			Mucilaginibacter			Mucilaginibacter paludis	
423605	Bacteria	Elusimicrobia		Elusimicrobia		Elusimicrobiales		Elusimicrobiaceae			Elusimicrobium			Elusimicrobium minutum	
424182	Bacteria	Proteobacteria		Alphaproteobacteria		Rhizobiales		Rhizobiaceae			Rhizobium			Rhizobium sp. IRBG74	
424757	Bacteria	Proteobacteria		Alphaproteobacteria		Rhizobiales		Aurantimonadaceae			Aureimonas			Aureimonas frigidaquae	
425254	Bacteria	Firmicutes		Clostridia		Clostridiales		Lachnospiraceae			Cellulosilyticum			Cellulosilyticum ruminicola	
425400	Bacteria	Proteobacteria	delta/epsilon subdivisions	Epsilonproteobacteria		Campylobacterales		Helicobacteraceae			Helicobacter			Helicobacter japonicus	
425941	Bacteria	Bacteroidetes		Bacteroidia		Bacteroidales		Prevotellaceae			Prevotella			Prevotella nanceiensis	
426114	Bacteria	Proteobacteria		Betaproteobacteria		Burkholderiales					Thiomonas			Thiomonas arsenitoxydans	
426117	Bacteria	Proteobacteria		Alphaproteobacteria		Rhizobiales		Methylobacteriaceae			Methylobacterium			Methylobacterium sp. 4-46	
426226	Bacteria	Bacteroidetes		Flavobacteriia		Flavobacteriales		Flavobacteriaceae			Flavobacterium			Flavobacterium subsaxonicum	
426371	Bacteria	Bacteroidetes		Cytophagia		Cytophagales		Cyclobacteriaceae			Algoriphagus			Algoriphagus vanfongensis	
426421	Bacteria	Bacteroidetes		Chitinophagia		Chitinophagales		Chitinophagaceae			Sediminibacterium			Sediminibacterium salmoneum	
426716	Bacteria	Actinobacteria		Actinobacteria		Corynebacteriales		Nocardiaceae			Nocardia			Nocardia rhamnosiphila	
427072	Bacteria	Firmicutes		Bacilli		Bacillales		Bacillaceae			Bacillus			Bacillus chagannorensis	
427078	Bacteria	Firmicutes		Bacilli		Bacillales		Bacillaceae			Salsuginibacillus			Salsuginibacillus kocurii	
427683	Bacteria	Proteobacteria		Alphaproteobacteria		Rhizobiales		Methylobacteriaceae			Methylobacterium			Methylobacterium platani	
427754	Bacteria	Actinobacteria		Actinobacteria		Micrococcales		Microbacteriaceae			Humibacter			Humibacter albus	
427918	Bacteria	Actinobacteria		Nitriliruptoria		Nitriliruptorales		Nitriliruptoraceae			Nitriliruptor			Nitriliruptor alkaliphilus	
427923	Bacteria	Proteobacteria	delta/epsilon subdivisions	Deltaproteobacteria		Desulfobacterales		Desulfobulbaceae			Desulfurivibrio			Desulfurivibrio alkaliphilus	
427926	Bacteria	Firmicutes		Clostridia		Clostridiales		Syntrophomonadaceae			Dethiobacter			Dethiobacter alkaliphilus	
428031	Bacteria	Proteobacteria		Gammaproteobacteria		Alteromonadales		Moritellaceae			Moritella			Moritella dasanensis	
428411	Bacteria	Proteobacteria		Gammaproteobacteria		Enterobacterales		Enterobacteriaceae			Candidatus Riesia			Candidatus Riesia pediculischaeffi	
428712	Bacteria	Synergistetes		Synergistia		Synergistales		Synergistaceae			Jonquetella			Jonquetella anthropi	
428994	Bacteria	Proteobacteria		Alphaproteobacteria		Sphingomonadales		Sphingomonadaceae			Sphingobium			Sphingobium sp. HDIP04	
429004	Bacteria	Firmicutes		Bacilli		Bacillales		Bacillaceae			Bacillus			Bacillus sp. SM1	
429727	Bacteria	Proteobacteria		Alphaproteobacteria		Rhizobiales		Hyphomicrobiaceae			Devosia			Devosia chinhatensis	
430522	Bacteria	Bacteroidetes		Sphingobacteriia		Sphingobacteriales		Sphingobacteriaceae			Pedobacter			Pedobacter steynii	
430531	Bacteria	Proteobacteria		Betaproteobacteria		Burkholderiales		Burkholderiaceae			Burkholderia		pseudomallei group	Burkholderia humptydooensis	
431041	Bacteria	Cyanobacteria				Synechococcales		Synechococcaceae			Synechococcus			Candidatus Synechococcus spongiarum	
431043	Bacteria	Proteobacteria		Alphaproteobacteria		Holosporales		Holosporaceae			Holospora			Holospora elegans	
431057	Bacteria	Verrucomicrobia		Methylacidiphilae		Methylacidiphilales		Methylacidiphilaceae			Methylacidiphilum			Methylacidiphilum kamchatkense	
431269	Bacteria	Actinobacteria		Actinobacteria		Corynebacteriales		Mycobacteriaceae			Mycolicibacterium			Mycolicibacterium setense	
431273	Bacteria	Firmicutes		Bacilli		Lactobacillales		Lactobacillaceae			Lactobacillus			Lactobacillus senmaizukei	
431306	Bacteria	Proteobacteria		Alphaproteobacteria		Rhodospirillales		Acetobacteraceae			Acetobacter			Acetobacter ghanensis	
431489	Bacteria	Actinobacteria		Actinobacteria		Micrococcales		Demequinaceae			Demequina			Demequina lutea	
431553	Bacteria	Bacteroidetes		Cytophagia		Cytophagales		Cytophagaceae			Spirosoma			Spirosoma luteum	
431554	Bacteria	Bacteroidetes		Cytophagia		Cytophagales		Cytophagaceae			Spirosoma			Spirosoma spitsbergense	
431596	Bacteria	Firmicutes		Bacilli		Bacillales		Paenibacillaceae			Paenibacillus			Paenibacillus ginsengihumi	
431675	Bacteria	Proteobacteria		Gammaproteobacteria		Alteromonadales		Idiomarinaceae			Idiomarina			Idiomarina sediminum	
432329	Bacteria	Deinococcus-Thermus		Deinococci		Deinococcales		Deinococcaceae			Deinococcus			Deinococcus peraridilitoris	
433660	Bacteria	Actinobacteria		Actinobacteria		Propionibacteriales		Nocardioidaceae			Nocardioides			Nocardioides halotolerans	
433840	Bacteria	Proteobacteria		Alphaproteobacteria		Rhizobiales		Xanthobacteraceae			Pseudoxanthobacter			Pseudoxanthobacter soli	
433924	Bacteria	Proteobacteria		Betaproteobacteria		Burkholderiales		Comamonadaceae			Pseudacidovorax			Pseudacidovorax intermedius	
435842	Bacteria	Firmicutes		Bacilli		Lactobacillales		Streptococcaceae			Streptococcus			Streptococcus sp. C150	
435897	Bacteria	Proteobacteria		Gammaproteobacteria		Xanthomonadales		Xanthomonadaceae			Lysobacter			Lysobacter capsici	
435906	Bacteria	Bacteroidetes		Flavobacteriia		Flavobacteriales		Flavobacteriaceae			Salegentibacter			Salegentibacter salarius	
435908	Bacteria	Proteobacteria		Gammaproteobacteria		Alteromonadales		Idiomarinaceae			Idiomarina			Idiomarina salinarum	
435910	Bacteria	Proteobacteria		Gammaproteobacteria		Enterobacterales		Enterobacteriaceae			Franconibacter			Franconibacter pulveris	
436114	Bacteria	Aquificae		Aquificae		Aquificales		Hydrogenothermaceae			Sulfurihydrogenibium			Sulfurihydrogenibium sp. YO3AOP1	
436229	Bacteria	Actinobacteria		Actinobacteria		Streptomycetales		Streptomycetaceae			Streptacidiphilus			Streptacidiphilus jeojiense	
436515	Bacteria	Proteobacteria		Betaproteobacteria		Burkholderiales		Comamonadaceae			Variovorax			Variovorax boronicumulans	
437022	Bacteria	Proteobacteria		Gammaproteobacteria		Legionellales		Coxiellaceae			Candidatus Berkiella			Candidatus Berkiella cookevillensis	
437507	Bacteria	Proteobacteria		Alphaproteobacteria		Rhodobacterales		Hyphomonadaceae			Robiginitomaculum			Robiginitomaculum antarcticum	
437663	Bacteria	Proteobacteria		Alphaproteobacteria		Rhizobiales		Brucellaceae			Brucella			Brucella sp. UK1/97	
437670	Bacteria	Proteobacteria		Alphaproteobacteria		Rhizobiales		Brucellaceae			Brucella			Brucella sp. F23/97	
437671	Bacteria	Proteobacteria		Alphaproteobacteria		Rhizobiales		Brucellaceae			Brucella			Brucella sp. F96/2	
437684	Bacteria	Proteobacteria		Alphaproteobacteria		Rhizobiales		Brucellaceae			Brucella			Brucella sp. UK40/99	
437685	Bacteria	Proteobacteria		Alphaproteobacteria		Rhizobiales		Brucellaceae			Brucella			Brucella sp. UK5/01	
437687	Bacteria	Proteobacteria		Alphaproteobacteria		Rhizobiales		Brucellaceae			Brucella			Brucella sp. F8/99	
437701	Bacteria	Proteobacteria		Alphaproteobacteria		Rhizobiales		Brucellaceae			Brucella			Brucella sp. F5/99	
437897	Bacteria	Firmicutes		Negativicutes		Selenomonadales		Selenomonadaceae			Megamonas			Megamonas funiformis	
437898	Bacteria	Proteobacteria		Betaproteobacteria		Burkholderiales		Sutterellaceae			Sutterella			Sutterella parvirubra	
437900	Bacteria	Proteobacteria		Gammaproteobacteria		Pseudomonadales		Pseudomonadaceae			Pseudomonas			Pseudomonas marincola	
438033	Bacteria	Firmicutes		Clostridia		Clostridiales		Ruminococcaceae			Ruminococcus			Ruminococcus gauvreauii	
438596	Bacteria	Bacteroidetes		Flavobacteriia		Flavobacteriales		Flavobacteriaceae			Salinimicrobium			Salinimicrobium xinjiangense	
438744	Bacteria	Proteobacteria		Gammaproteobacteria		Oceanospirillales		Halomonadaceae			Halomonas			Halomonas caseinilytica	
438855	Bacteria	Proteobacteria		Gammaproteobacteria		Methylococcales		Methylococcaceae			Methylomarinum			Methylomarinum vadi	
439219	Bacteria	Firmicutes		Bacilli		Lactobacillales		Streptococcaceae			Streptococcus			Streptococcus henryi	
439220	Bacteria	Firmicutes		Bacilli		Lactobacillales		Streptococcaceae			Streptococcus			Streptococcus caballi	
439366	Bacteria	Proteobacteria		Alphaproteobacteria		Rhizobiales		Rhizobiaceae			Agrobacterium			Agrobacterium sp. C13	
439493	Bacteria	Proteobacteria		Alphaproteobacteria		Pelagibacterales		Pelagibacteraceae			Candidatus Pelagibacter			Candidatus Pelagibacter sp. HTCC7211	
439495	Bacteria	Proteobacteria		Alphaproteobacteria		Rhodobacterales		Rhodobacteraceae			Pseudovibrio			Pseudovibrio sp. JE062	
439496	Bacteria	Proteobacteria		Alphaproteobacteria		Rhodobacterales								Rhodobacterales bacterium Y4I	
439497	Bacteria	Proteobacteria		Alphaproteobacteria		Rhodobacterales		Rhodobacteraceae			Ruegeria			Ruegeria sp. R11	
439703	Bacteria	Bacteroidetes		Bacteroidia		Bacteroidales		Prevotellaceae			Prevotella			Prevotella maculosa	
440079	Bacteria	Proteobacteria		Gammaproteobacteria		Aeromonadales		Aeromonadaceae			Aeromonas			Aeromonas bivalvium	
440482	Bacteria	Actinobacteria		Actinobacteria		Micrococcales		Promicromonosporaceae			Promicromonospora			Promicromonospora kroppenstedtii	
440512	Bacteria	Proteobacteria		Gammaproteobacteria		Pseudomonadales		Pseudomonadaceae			Pseudomonas			Pseudomonas sp. Chol1	
440518	Bacteria	Proteobacteria		Alphaproteobacteria		Sphingomonadales		Sphingomonadaceae			Sphingobium			Sphingobium lucknowense	
441103	Bacteria	Proteobacteria		Alphaproteobacteria		Rhodobacterales		Rhodobacteraceae			Tropicibacter			Tropicibacter naphthalenivorans	
441209	Bacteria	Proteobacteria		Alphaproteobacteria		Rhodobacterales		Rhodobacteraceae			Rhodobaca			Rhodobaca barguzinensis	
441500	Bacteria	Actinobacteria		Actinobacteria		Corynebacteriales		Corynebacteriaceae			Corynebacterium			Corynebacterium timonense	
441501	Bacteria	Actinobacteria		Actinobacteria		Corynebacteriales		Corynebacteriaceae			Corynebacterium			Corynebacterium massiliense	
442694	Bacteria	Proteobacteria		Gammaproteobacteria		Xanthomonadales		Xanthomonadaceae			Xanthomonas			Xanthomonas perforans	
442954	Bacteria	Actinobacteria		Actinobacteria		Micrococcales		Intrasporangiaceae			Knoellia			Knoellia aerolata	
443143	Bacteria	Proteobacteria	delta/epsilon subdivisions	Deltaproteobacteria		Desulfuromonadales		Geobacteraceae			Geobacter			Geobacter sp. M18	
443144	Bacteria	Proteobacteria	delta/epsilon subdivisions	Deltaproteobacteria		Desulfuromonadales		Geobacteraceae			Geobacter			Geobacter sp. M21	
443598	Bacteria	Proteobacteria		Alphaproteobacteria		Rhizobiales		Bradyrhizobiaceae			Bradyrhizobium			Bradyrhizobium sp. Cp5.3	
443610	Bacteria	Proteobacteria		Alphaproteobacteria		Rhizobiales		Hyphomicrobiaceae			Devosia			Devosia geojensis	
444053	Bacteria	Proteobacteria		Alphaproteobacteria		Rhodospirillales		Acetobacteraceae			Tanticharoenia			Tanticharoenia sakaeratensis	
444060	Bacteria	Firmicutes		Bacilli		Bacillales		Bacillaceae			Bacillus			Bacillus plakortidis	
444103	Bacteria	Actinobacteria		Actinobacteria		Streptomycetales		Streptomycetaceae			Streptomyces			Streptomyces sp. CNQ-509	
444163	Bacteria	Proteobacteria		Alphaproteobacteria		Rhizobiales		Brucellaceae			Brucella			Brucella microti	
444444	Bacteria	Proteobacteria		Alphaproteobacteria		Rhizobiales		Chelatococcaceae			Chelatococcus			Chelatococcus daeguensis	
444463	Bacteria	Firmicutes		Bacilli		Bacillales		Sporolactobacillaceae			Sporolactobacillus			Sporolactobacillus vineae	
444515	Bacteria	Bacteroidetes		Flavobacteriia		Flavobacteriales		Flavobacteriaceae			Maribacter			Maribacter forsetii	
444608	Bacteria	Actinobacteria		Actinobacteria		Micrococcales		Microbacteriaceae			Gryllotalpicola			Gryllotalpicola ginsengisoli	
444612	Bacteria	Proteobacteria		Alphaproteobacteria		Rickettsiales		Rickettsiaceae		Rickettsieae	Rickettsia		spotted fever group	Rickettsia endosymbiont of Ixodes scapularis	
444919	Bacteria	Proteobacteria		Gammaproteobacteria		Alteromonadales		Psychromonadaceae			Psychromonas			Psychromonas aquimarina	
444922	Bacteria	Proteobacteria		Gammaproteobacteria		Alteromonadales		Psychromonadaceae			Psychromonas			Psychromonas ossibalaenae	
445220	Bacteria	Proteobacteria		Alphaproteobacteria		Rhodospirillales					Reyranella			Reyranella massiliensis	
445576	Bacteria	Actinobacteria		Actinobacteria		Pseudonocardiales		Pseudonocardiaceae			Pseudonocardia			Pseudonocardia sp. AL041005-10	
445629	Bacteria	Proteobacteria		Alphaproteobacteria		Rhodobacterales		Rhodobacteraceae			Rhodobacter			Rhodobacter johrii	
445709	Bacteria	Proteobacteria		Betaproteobacteria		Burkholderiales		Burkholderiaceae			Pandoraea			Pandoraea thiooxydans	
445710	Bacteria	Proteobacteria		Gammaproteobacteria		Xanthomonadales		Rhodanobacteraceae			Dyella			Dyella thiooxydans	
445961	Bacteria	Bacteroidetes		Flavobacteriia		Flavobacteriales		Flavobacteriaceae			Chryseobacterium			Chryseobacterium soli	
446372	Bacteria	Proteobacteria		Gammaproteobacteria		Vibrionales		Vibrionaceae			Vibrio			Vibrio celticus	
446660	Bacteria	Actinobacteria		Coriobacteriia		Eggerthellales		Eggerthellaceae			Adlercreutzia			Adlercreutzia equolifaciens	
446681	Bacteria	Bacteroidetes		Flavobacteriia		Flavobacteriales		Flavobacteriaceae			Eudoraea			Eudoraea adriatica	
446683	Bacteria	Bacteroidetes		Chitinophagia		Chitinophagales		Chitinophagaceae			Niabella			Niabella soli	
446684	Bacteria	Proteobacteria		Alphaproteobacteria		Rhizobiales		Rhizobiaceae			Kaistia			Kaistia soli	
446692	Bacteria	Proteobacteria		Alphaproteobacteria		Rhodospirillales		Acetobacteraceae			Acetobacter			Acetobacter senegalensis	
446860	Bacteria	Actinobacteria		Actinobacteria		Micrococcales		Micrococcaceae			Kocuria			Kocuria flava	
447106	Bacteria	Spirochaetes		Spirochaetia		Leptospirales		Leptospiraceae			Leptospira			Leptospira licerasiae	
447217	Bacteria	Proteobacteria	delta/epsilon subdivisions	Deltaproteobacteria		Myxococcales	Cystobacterineae	Anaeromyxobacteraceae			Anaeromyxobacter			Anaeromyxobacter sp. K	
447471	Bacteria	Proteobacteria		Gammaproteobacteria		Cellvibrionales		Cellvibrionaceae			Simiduia			Simiduia agarivorans	
447593	Bacteria	Firmicutes		Clostridia		Thermoanaerobacterales		Thermoanaerobacteraceae			Thermoanaerobacter			Thermoanaerobacter uzonensis	
447595	Bacteria	Firmicutes		Clostridia		Thermoanaerobacterales		Thermoanaerobacterales Family III. Incertae Sedis			Caldanaerovirga			Caldanaerovirga acetigignens	
447689	Bacteria	Bacteroidetes		Flavobacteriia		Flavobacteriales		Flavobacteriaceae			Tenacibaculum			Tenacibaculum soleae	
448181	Bacteria	Proteobacteria		Alphaproteobacteria		Rhizobiales		Rhizobiaceae			Rhizobium			Rhizobium selenitireducens	
449659	Bacteria	Firmicutes		Bacilli		Lactobacillales		Lactobacillaceae			Lactobacillus			Lactobacillus pobuzihii	
450367	Bacteria	Firmicutes		Bacilli		Bacillales		Bacillaceae			Bacillus			[Brevibacterium] frigoritolerans	
450378	Bacteria	Proteobacteria		Alphaproteobacteria		Sphingomonadales		Erythrobacteraceae			Croceicoccus			Croceicoccus marinus	
450380	Bacteria	Actinobacteria		Actinobacteria		Micrococcales		Microbacteriaceae			Microbacterium			Microbacterium profundi	
450734	Bacteria	Actinobacteria		Actinobacteria		Propionibacteriales		Nocardioidaceae			Nocardioides			Nocardioides dokdonensis	
450746	Bacteria	Firmicutes		Erysipelotrichia		Erysipelotrichales		Erysipelotrichaceae			Coprobacillus			Coprobacillus sp. 8_1_38FAA	
450748	Bacteria	Actinobacteria		Actinobacteria		Propionibacteriales		Propionibacteriaceae			Propionibacterium			Propionibacterium sp. 5_U_42AFAA	
450749	Bacteria	Firmicutes		Negativicutes		Veillonellales		Veillonellaceae			Veillonella			Veillonella sp. 6_1_27	
450821	Bacteria	Actinobacteria		Actinobacteria		Corynebacteriales		Nocardiaceae			Rhodococcus			Rhodococcus sp. P14	
451374	Bacteria	Bacteroidetes		Cytophagia		Cytophagales		Cytophagaceae			Rudanella			Rudanella lutea	
451457	Bacteria	Firmicutes		Bacilli		Lactobacillales		Streptococcaceae			Lactococcus			Lactococcus chungangensis	
451644	Bacteria	Actinobacteria		Actinobacteria		Corynebacteriales		Mycobacteriaceae			Mycolicibacterium			Mycolicibacterium conceptionense	
451764	Bacteria	Actinobacteria		Actinobacteria		Micrococcales		Microbacteriaceae			Microbacterium			Microbacterium luticocti	
452084	Bacteria	Bacteroidetes		Flavobacteriia		Flavobacteriales		Flavobacteriaceae			Chryseobacterium			Chryseobacterium aquaticum	
452529	Bacteria	Actinobacteria		Actinobacteria		Streptomycetales		Streptomycetaceae			Streptomyces			Streptomyces scopuliridis	
452565	Bacteria	Firmicutes		Bacilli		Bacillales		Bacillaceae			Anoxybacillus			Anoxybacillus mongoliensis	
452623	Bacteria	Actinobacteria		Actinobacteria		Micrococcales		Microbacteriaceae			Pseudoclavibacter			Pseudoclavibacter soli	
452627	Bacteria	Proteobacteria		Gammaproteobacteria		Oceanospirillales		Oceanospirillaceae			Amphritea			Amphritea japonica	
452982	Bacteria	Proteobacteria		Alphaproteobacteria		Rhodospirillales		Acetobacteraceae			Roseomonas			Roseomonas aerilata	
453230	Bacteria	Proteobacteria	delta/epsilon subdivisions	Deltaproteobacteria		Desulfarculales		Desulfarculaceae			Desulfarculus			Desulfarculus baarsii	
453246	Bacteria	Proteobacteria		Alphaproteobacteria		Sphingomonadales		Sphingomonadaceae			Sphingobium			Sphingobium sp. TCM1	
453247	Bacteria	Proteobacteria		Alphaproteobacteria		Sphingomonadales		Sphingomonadaceae			Sphingomonas			Sphingomonas sp. TDK1	
453304	Bacteria	Actinobacteria		Actinobacteria		Micrococcales		Microbacteriaceae			Agromyces			Agromyces aureus	
453582	Bacteria	Proteobacteria		Alphaproteobacteria		Rhodobacterales		Rhodobacteraceae			Rhodobacter			Rhodobacter aestuarii	
453816	Bacteria	Proteobacteria		Oligoflexia		Bdellovibrionales		Bdellovibrionaceae			Bdellovibrio			Bdellovibrio exovorus	
453835	Bacteria	Proteobacteria		Gammaproteobacteria		Alteromonadales		Alteromonadaceae			Alishewanella			Alishewanella aestuarii	
453851	Bacteria	Proteobacteria		Alphaproteobacteria		Rhodobacterales		Hyphomonadaceae			Henriciella			Henriciella marina	
453852	Bacteria	Bacteroidetes		Flavobacteriia		Flavobacteriales		Flavobacteriaceae			Joostella			Joostella marina	
453962	Bacteria	Proteobacteria		Gammaproteobacteria		Oceanospirillales		Halomonadaceae			Halomonas			Halomonas lutea	
454154	Bacteria	Bacteroidetes		Bacteroidia		Bacteroidales		Prevotellaceae			Paraprevotella			Paraprevotella clara	
454155	Bacteria	Bacteroidetes		Bacteroidia		Bacteroidales		Prevotellaceae			Paraprevotella			Paraprevotella xylaniphila	
454162	Bacteria	Proteobacteria		Alphaproteobacteria		Kiloniellales		Kiloniellaceae			Kiloniella			Kiloniella laminariae	
454171	Bacteria	Armatimonadetes		Chthonomonadetes		Chthonomonadales		Chthonomonadaceae			Chthonomonas			Chthonomonas calidirosea	
454194	Bacteria	Acidobacteria		Blastocatellia		Blastocatellales		Pyrinomonadaceae			Pyrinomonas			Pyrinomonas methylaliphatogenes	
454586	Bacteria	Bacteroidetes		Sphingobacteriia		Sphingobacteriales		Sphingobacteriaceae			Pedobacter			Pedobacter agri	
454600	Bacteria	Balneolaeota		Balneolia		Balneolales		Balneolaceae			Gracilimonas			Gracilimonas tropica	
454601	Bacteria	Proteobacteria		Alphaproteobacteria		Rhizobiales		Hyphomicrobiaceae			Maritalea			Maritalea myrionectae	
454602	Bacteria	Proteobacteria		Gammaproteobacteria		Cellvibrionales		Spongiibacteraceae			Spongiibacter			Spongiibacter tropicus	
455353	Bacteria	Proteobacteria		Alphaproteobacteria		Rhizobiales		Bradyrhizobiaceae			Bradyrhizobium			Bradyrhizobium sp. CCBAU 15544	
455360	Bacteria	Proteobacteria		Alphaproteobacteria		Rhodospirillales		Rhodospirillaceae			Thalassobaculum			Thalassobaculum salexigens	
455432	Bacteria	Actinobacteria		Actinobacteria		Corynebacteriales		Nocardiaceae			Nocardia			Nocardia terpenica	
455436	Bacteria	Proteobacteria		Gammaproteobacteria		Alteromonadales		Alteromonadaceae			Glaciecola			Glaciecola sp. HTCC2999	
456163	Bacteria	Deinococcus-Thermus		Deinococci		Thermales		Thermaceae			Thermus			Thermus parvatiensis	
456299	Bacteria	Bacteroidetes		Flavobacteriia		Flavobacteriales		Flavobacteriaceae			Chryseobacterium			Chryseobacterium gregarium	
456327	Bacteria	Proteobacteria		Gammaproteobacteria		Xanthomonadales		Xanthomonadaceae			Xanthomonas			Xanthomonas euvesicatoria	
456330	Bacteria	Firmicutes		Clostridia		Thermoanaerobacterales		Thermoanaerobacteraceae			Caldanaerobius			Caldanaerobius fijiensis	
456455	Bacteria	Bacteroidetes		Flavobacteriia		Flavobacteriales		Flavobacteriaceae			Bizionia			Bizionia argentinensis	
456493	Bacteria	Firmicutes		Bacilli		Bacillales		Paenibacillaceae			Saccharibacillus			Saccharibacillus sacchari	
456827	Bacteria	Candidatus Cloacimonetes									Candidatus Cloacimonas			Candidatus Cloacimonas acidaminovorans	
456876	Bacteria	Firmicutes		Bacilli		Lactobacillales		Streptococcaceae			Streptococcus			Streptococcus plurextorum	
457387	Bacteria	Bacteroidetes		Bacteroidia		Bacteroidales		Bacteroidaceae			Bacteroides			Bacteroides sp. 1_1_30	
457388	Bacteria	Bacteroidetes		Bacteroidia		Bacteroidales		Tannerellaceae			Parabacteroides			Parabacteroides sp. 2_1_7	
457389	Bacteria	Bacteroidetes		Bacteroidia		Bacteroidales		Bacteroidaceae			Bacteroides			Bacteroides sp. 3_1_13	
457390	Bacteria	Bacteroidetes		Bacteroidia		Bacteroidales		Bacteroidaceae			Bacteroides			Bacteroides sp. 3_1_23	
457391	Bacteria	Bacteroidetes		Bacteroidia		Bacteroidales		Bacteroidaceae			Bacteroides			Bacteroides sp. 3_1_33FAA	
457392	Bacteria	Bacteroidetes		Bacteroidia		Bacteroidales		Bacteroidaceae			Bacteroides			Bacteroides sp. 3_2_5	
457393	Bacteria	Bacteroidetes		Bacteroidia		Bacteroidales		Bacteroidaceae			Bacteroides			Bacteroides sp. 4_1_36	
457394	Bacteria	Bacteroidetes		Bacteroidia		Bacteroidales		Bacteroidaceae			Bacteroides			Bacteroides sp. 4_3_47FAA	
457395	Bacteria	Bacteroidetes		Bacteroidia		Bacteroidales		Bacteroidaceae			Bacteroides			Bacteroides sp. 9_1_42FAA	
457396	Bacteria	Firmicutes		Clostridia		Clostridiales		Clostridiaceae			Clostridium			Clostridium sp. 7_2_43FAA	
457397	Bacteria	Firmicutes		Clostridia		Clostridiales		Clostridiaceae			Clostridium			Clostridium sp. 1_1_41A1FAA	
457398	Bacteria	Proteobacteria	delta/epsilon subdivisions	Deltaproteobacteria		Desulfovibrionales		Desulfovibrionaceae			Desulfovibrio			Desulfovibrio sp. 3_1_syn3	
457400	Bacteria	Proteobacteria		Gammaproteobacteria		Enterobacterales		Enterobacteriaceae			Escherichia			Escherichia sp. 1_1_43	
